"X1","X2","X3","X4","X5"
27.6142963345471,21.0447463796703,39.4828399538727,25.4242823061713,95.9071543208054
0.665354395204669,3.42021427094457,3.55884229342674,1.58888827250771,3.28100676693027
59.5328937840986,55.8489062481455,98.6901832620943,61.3461776223884,215.286398109191
10.924558375977,8.17715994008596,15.1430482153508,7.60782535847488,41.4397259833579
46.847758876593,44.7960071762466,79.2061794404783,50.5638846519656,167.67320590845
17.7901911747435,21.1871180110892,25.6331885718468,16.6576703996659,68.8663833570431
8.93340154569645,6.65752706645366,13.7207426701926,10.0125745964615,42.2353946337338
51.1201652639038,54.7472306688765,84.1108021124866,52.9604201183958,190.925765154205
15.5486204359729,11.7638093219634,22.9488193042071,20.1927044688814,56.8103322989722
27.9826289339201,30.6630025101454,54.4542609922118,40.5538258498991,83.6950619155283
0,0.762958607431655,0.210078612387469,0,0.441387086419934
64.5299265360215,63.9028635344618,106.637527331308,62.8977462081082,230.728705660047
30.9373826937777,33.1695021676059,49.792579168052,25.9292330211422,107.849079495606
77.421381328509,74.2003191433837,123.529455773484,78.3091803932281,275.210062431023
62.5703909103718,60.7520054287455,97.2155572703253,60.0148189034822,221.681988228901
54.4627546135178,46.8183190287988,82.4323687760638,52.3226118987146,181.900116969932
50.7335883363499,54.9868379051295,85.1492234401535,52.8451336474126,190.378983012788
41.3553363904305,37.0224969365818,62.3791273283279,45.717197329023,148.008663289395
12480.792585421,2205.48205643764,9391.75913816436,0,42179.4120664038
27.8860448069853,28.1549913530292,44.5114663251444,29.755354460254,104.984369983475
9.13824685723768,1.88030563122553,8.50270516032332,5.22274919007877,29.8420166939677
7.16310789653675,14.6708239610923,2.24958902426217,17.3331036807346,20.7957422815975
34.6266631567465,24.036037620456,53.4444442213449,34.402057019089,129.441730536803
21.4685520133293,26.0343662324515,31.033285575441,22.5170281929969,73.0309913868992
68.9431076097963,68.6822289505056,108.817854250521,77.5819149398252,266.932075261084
59.8017479325851,54.9650909883,97.3750099228964,58.5424276145184,218.893424166706
6.30070147958886,3.49114680395274,7.99051151186583,4.29375858562948,22.4434590591583
29.2873470668678,25.1556641430328,51.5375984650193,26.0796605387204,101.120947664791
