"V1","V2","V3"
-19.0135374463817,5.70290598106224,2
-3.03278942605787,-10.1551727910218,2
-18.6391833840362,-1.11090572019407,2
21.7994739407077,-8.73416955769215,2
-9.10018994377315,21.4168842913046,3
-7.16489371759997,23.7100935435719,2
-19.3445458326753,-5.02918100483537,3
-19.1779310526168,0.92059912255841,2
-19.4021053098892,7.14132049069645,3
15.5657121564543,3.42439310830236,1
20.6791406002329,-3.90958666722476,3
12.9741314834375,5.73953631735719,2
20.2541021891834,-15.7015308581963,2
9.67179899577548,2.18270692579503,2
19.7632544144768,-15.2009883043774,3
-19.425268960395,-6.69728963729707,2
21.1075055904952,-0.927677500539436,2
2.64691381677754,-2.40265415585982,2
2.39948127080893,-2.05418227985608,3
-14.6154021630702,-7.14429499775924,2
22.5305092849633,-9.16436291796566,3
-18.3566679760997,-7.22386328850645,2
-18.7463695523359,-2.06086942549056,2
20.1539515500805,-3.60738577489255,2
19.8783955915125,-15.6075731484642,2
-15.7663561773589,12.5009647597984,2
5.93523446187913,0.0605153502337092,2
-9.25910454755544,19.0910738083207,3
21.4228324900777,-12.2172470316252,2
8.22127713523955,0.975367340015679,2
-15.0178599872573,-6.2269383859038,2
20.7596433581186,-14.9329155673703,2
-16.1611758616012,-6.60629756195839,2
19.9549236293957,1.47107288040874,2
-4.40810980300561,-9.20177593283572,2
-8.40111316687376,-9.33937077012203,2
22.0662267433179,-6.87171535720522,3
22.6823129920098,-3.87513063276722,2
-9.0620974544552,18.7954688869916,3
21.428529276845,-14.0700233513082,2
-20.9852814288157,5.97054881382183,3
19.6249047524439,4.30560163938511,1
10.1008200927816,3.65548358705524,2
3.1948237281419,-3.62446022853505,2
-9.96227543833628,-9.08572503430175,2
-6.50609984993176,-9.86637315157013,2
3.33458996604103,-2.57087857549611,2
-10.3350898362915,-10.2375116790959,3
7.56514350175833,1.20445033573801,2
9.84090968353323,3.94191595688193,1
8.63967187501517,-24.8835489678152,2
25.2101998847332,-3.84542296341101,2
-18.7714167617642,-3.29962219934846,3
-0.242764928910037,-5.79636972968555,3
20.3889290607345,-1.13219284979031,2
-4.6434026861339,27.6012588576103,2
13.6484268950144,3.41589044625395,2
-17.6920586417889,-2.04292097856749,1
-2.85206311698563,-6.94834536621282,2
-7.30209355399032,23.2440595135739,1
21.5245483831739,-9.50291912113638,1
-5.52842950119927,26.786517342297,2
10.2690074725329,-24.7963292366945,2
-9.05102151151383,-10.4194199624551,2
-3.43630309226182,-8.65825405213959,3
-6.04539899342248,25.4653850892362,2
-6.83212288004471,-9.76869091041209,3
-7.24556292121417,22.2647203990118,2
-3.51481985409987,-9.93725537537666,2
-2.5818050986053,-9.85274337816347,2
20.8554661356529,-11.0577613726196,2
-10.8655981242459,18.8681270524884,2
-19.3584067230811,2.63459012815043,2
2.37343514544429,-3.41631715260353,2
-0.658808222292351,-6.46369146716181,3
23.6887893699721,-3.36592205741041,2
-9.97452222846219,-10.7947746768493,2
-12.1178621182054,17.7156641092263,2
-18.4796220659358,7.05873003940325,2
-18.3056040184355,1.06449686862674,3
-14.1179965407159,-9.17625835793096,2
3.76680987225175,-3.22237678378906,2
-13.7027974498563,-9.06930019849686,2
-18.1775355339418,-6.83077782384396,2
-10.4556634816009,18.1279843237616,2
-19.4277085330135,1.8757631622535,3
-18.8817129510262,-3.73587120059908,2
-6.67802944087724,24.9006808562729,2
9.28636097101906,3.82533395427328,2
-10.7159890112232,-9.66583530125363,2
-5.04693180413788,27.0180738979913,2
22.3609020003327,-6.24987784563867,2
-11.2723257835032,19.4753857306244,3
-16.649487231455,-3.95078612824246,2
-18.3419565911152,1.9519539259022,2
-12.3971160731221,15.1806496650516,2
-15.1074209037208,12.5269051656515,1
-12.7386239342019,14.8293360042855,2
4.76769466150601,-1.60056344448138,1
-16.9015585240485,11.0192529379141,2
18.1421058038034,2.48823255645857,2
11.4590664799179,3.61515794747151,2
-18.5035095945967,2.44230890794546,2
22.2813740846339,-6.64927733878011,1
-2.65286014216025,-9.20305040172132,2
8.9860736434527,-24.4304844359852,1
-12.4997300030885,16.1141341449472,3
-15.6475643038789,12.5077242093956,1
2.92660107221625,-2.90623392532591,1
20.5175586061421,-2.17870113302016,2
20.8280269873464,-13.4794844964395,2
3.26177181479815,-2.19537968010783,2
20.7515521041161,-1.65047014426867,2
9.54140239170042,-23.5923240074173,2
20.5732023496367,-14.5989749345243,2
-1.57549652880345,-5.74749027799759,3
-1.62687906652669,-7.59861258869862,2
18.882263260823,2.44738024602958,2
21.6616522106108,-4.0468033935713,2
-2.49943572193157,-6.1962072775121,3
21.4012400689432,-0.53061434974794,2
-19.2750240197658,-1.65156528425852,2
-9.02279205107027,-10.9404593239561,2
-18.3668012736359,5.61039260613893,3
-15.6974938245768,11.9239103384424,2
-13.2587459835493,15.9036962641795,2
-20.0300944486059,-5.41430673637588,1
-19.6560824185476,4.47484784727224,3
10.1247634419468,-24.8812544395934,2
-10.257364465747,-10.5264587125111,2
-7.89680077019766,-9.56575839726917,2
-14.8958659665157,-6.22123345270453,2
2.18273461817616,-5.29651810158782,2
-13.5270493354943,14.9643876150344,3
20.858109326469,-12.4205798309905,2
-12.1558907749658,18.3169527685865,2
-5.28110325881491,26.9350462329921,3
11.1986101254697,-22.855225771992,3
22.4565419045607,-7.92289280158669,3
21.1815221784148,-15.0636722097646,2
22.1401155069524,-11.3402046602386,2
-5.85385834798238,26.2264821690409,3
-18.3037963883347,-1.37146822408684,2
-13.9778932997653,-9.93101118914409,1
-10.8495698081594,-11.6897210719262,3
-7.93508710023253,23.9075150930302,2
-6.28455378126023,23.7568992870907,3
9.31208318292129,-25.4890609433161,2
21.0109480847387,0.03982512666098,2
-19.1519850717482,6.19009215140849,2
-8.69482223273747,-9.54772970210646,1
22.5428797571555,-5.01191631498733,2
-6.8229180106684,-9.7715942523076,2
-14.0644596888327,-8.49950784988954,2
7.14371273057942,0.247852466179983,2
23.5123663157897,-9.15536742781708,2
-1.82822469577007,-5.57109683786199,3
16.1165385885312,1.91062717123132,1
19.6813924365816,-0.181289225824988,2
14.1978356212538,3.61505781099368,2
6.15643827180519,0.158575683831071,2
-6.23819210388167,25.1455509683751,2
-13.7449001870539,-6.46299731640959,2
13.0810241400941,5.61027714902662,2
3.16034563003637,-4.29397686980324,2
-20.6643820095713,6.54440989482403,2
22.6624948947654,-7.11006719575455,2
-12.6784036847836,-9.82301191273476,2
-14.773351020781,15.1893017221577,2
-12.3606745598816,16.1257248126098,2
21.3867504704034,-1.05901379343366,1
-12.7419631300325,16.1131797077838,1
-16.2317346201789,-3.91883691215102,2
-9.85484963894282,-9.93121154881774,2
-9.61495622128962,20.8398150378819,2
21.703592328073,-8.73016457104592,2
-5.34274878996001,26.4812570147979,2
-18.5971202611126,4.74510668241463,2
25.0447407932962,-3.52527246779503,2
-7.75894395796354,22.551112504408,2
21.1346331612675,-13.2715817655992,2
16.7915049986376,4.07007316284011,2
22.8313363419225,-4.64460283231395,2
-2.90766202918629,-8.70474300959563,2
-15.6847102148412,11.3260773545553,2
5.59638910123765,0.487123601588575,2
-16.5600693126909,10.6058224171053,2
-4.05898210795326,-9.24553585142385,2
18.6869700310369,2.0153699292097,1
21.3403347609651,-0.84168075775497,2
21.4168130319354,-8.90816845103599,2
18.9470776367247,4.04639526309004,1
-8.4505556262478,22.8349008768255,2
-16.3378787235436,-6.65206487236878,2
16.2091313241904,3.18575547850314,2
-3.57352962132846,-8.93131328626089,2
-10.644712264562,-9.64452549899132,2
16.5214302254534,4.22845609665529,2
20.7915003063517,-14.5247666525196,2
7.27904514271171,2.77189168732175,2
-3.97438608725449,-7.62074763325966,2
20.5355868808719,-13.695285637215,3
9.26598717858584,0.844949504996682,2
14.6989919213376,3.16544039801787,2
-15.2502171533901,-2.71397317803129,2
25.3463972843464,-4.11625174248954,2
-13.0388362621508,16.7226457451955,2
-19.1933419306265,7.38690193874576,2
21.452682449468,-4.60982323416382,2
10.2945479474577,-23.495832884242,2
-18.0444569105246,6.71304056208703,2
12.4510332422923,5.1702208241866,3
-9.06837415158824,-9.55232364409651,3
6.21360282887473,2.41977756062851,3
-0.669538031413798,-7.37038547554137,2
-18.1382883802983,-6.5318413085505,3
19.0132741555718,1.82365353281571,2
21.4857606781099,-13.7126713252721,2
-15.1110383658726,-5.40869225802729,2
-17.3839475947039,-4.31466204779855,3
-2.94111527512617,-7.57044737401414,2
21.7282164554595,-0.827367148528622,2
10.0666193434189,2.98619058235831,2
-16.5773244324913,11.707330617911,2
21.6675191117111,-10.743438307129,2
10.0928331876095,-23.7871310643386,2
2.18488215765414,-5.29675788374239,2
21.1435419289872,-8.97799702826056,3
-16.4196228269326,11.1149985107372,2
22.4164805631506,-1.68174454861437,3
10.4814345789559,-23.9328407465394,2
-2.01779240895234,-8.79374273912369,2
20.4580815510139,-3.05847353165172,3
10.4908782581119,3.30614359447247,2
19.9899732361689,-15.2443923752926,3
-10.3306210625415,18.6802879651555,2
15.4235467173406,3.57313474785823,2
2.74383771203451,-1.64061279325587,3
-11.4091138412623,17.5367870442519,2
-9.70832978629923,21.0966714589603,2
-20.0305721077109,6.43453516606569,1
5.75988627754616,1.23338037107835,2
-15.2107382817267,-2.67243433609049,1
-19.1135200330053,6.12393742389354,1
11.8398331356656,4.27418171638803,2
-19.3638613109954,1.6045134315072,2
3.94406417428578,-3.5051782031456,2
21.2061054214606,-14.6767176634644,2
19.6619062955184,2.85164738125545,2
-19.360450834496,5.60120517871651,2
22.4752735374309,-10.6174744052416,2
-6.37355015845068,24.5816876387503,2
11.2393772164393,3.60920276554313,2
17.7964976899733,2.14093849522226,2
-9.09150436984934,19.2145129436456,2
21.9892561364671,-5.32443382614812,2
-15.3802703397681,-2.51136456334098,2
-12.5483428318681,16.7201852830663,1
18.2536551474684,3.27878793243205,3
-16.3203927359373,11.5552440951538,3
10.1725640515277,3.20179655646729,2
-18.6539361880017,1.94346793141388,2
9.15285526022888,2.37978795352014,2
24.1016317659627,-2.36171502341767,2
-19.617887582824,4.32721159435039,2
21.2458052686743,-12.0313699880202,2
-8.5166414170122,21.1187046021104,3
-13.3345654577212,16.06096855188,2
-4.73013805037571,-9.4952860901153,2
9.36399701474521,-23.7433213489199,3
-8.45331644891916,22.4223479857748,2
23.2652915493874,-1.09740348071637,2
21.0883933797238,-11.9448084979976,2
-10.8688527932513,-10.812590939891,3
-17.9201145491846,-6.76840009434991,2
0.174373728997316,-9.06511504457134,2
-0.0964169326897613,-6.23815490517907,2
17.3048365670172,2.64507559111643,2
6.45054338797376,1.89809779722585,2
14.1655435655001,3.1850287074342,2
-17.3096366057939,-7.35243413115947,2
22.167040185536,-6.4044146392908,2
-3.0056096756263,-8.98923709542523,2
-14.3793100270822,13.4303617420955,2
8.97870742781689,-24.9448300358105,3
-11.8963113425184,18.3119799761443,2
21.8443091232668,-3.18326057919305,3
20.2814392704709,-2.09433440562115,2
-8.63870829550101,23.130265937062,3
6.56216024243435,1.81310021425353,2
-16.4256352053879,9.02108688216466,2
-9.42361438831569,18.2765345997718,2
-15.4203284413538,13.1462352216311,2
18.2086558740051,0.693711411904927,2
9.50441930034081,-25.5649517170109,2
-7.3137845448918,22.7411769168057,3
-13.4464041424052,14.5166967631966,2
-6.63391721254685,23.2617949525545,3
20.6972521609131,-9.6048803777886,2
1.55028646718148,-2.83512100650522,3
-10.1825283051527,18.2568771165171,2
1.48560378596281,-3.54001405163047,2
16.3844337826089,3.49505211278576,3
9.80653503734984,-25.2675999442539,2
-18.7633108921326,2.82570339515907,3
23.2718813311145,-4.71932778542664,2
16.4979736767566,1.02832061089553,2
-15.9026277792005,-6.37931177654365,3
9.98519635830352,-23.7750530937753,2
-5.94122563767369,24.7553537406207,2
-11.1673889220989,-10.0738807468181,3
4.28376483827925,-2.38428231727247,2
-19.1953908686222,-4.63958361701192,2
21.2239512516214,-2.34594571797681,2
0.308869061358893,-5.35613862081496,2
-12.9529001880716,-10.0949720177148,2
-9.46533653823852,19.9733496053444,2
1.64306563019185,-3.99450031365136,2
-9.78485118374096,18.7131297491527,3
